sampleid,average_mintemp,average_precip,average_veg,lnndvi,neonics,migratory_proxy,operation_type,operation_defined,stationary,honey,pollination,beeolddatamigratory,queen,yard,hobbiest,nuc,research,bumblebee,acetamiprid,clothianidin,dinotefuran,imidacloprid,thiacloprid,thiamethoxam,state,year,region,surveydate,y,x,month,mites,lnmites,nosema,lnnosema,abpv,abpv_d,bqcv,bqcv_d,dwv,dwv_d,cbpv,cbpv_d,iapv,iapv_d,kbv,kbv_d,sbpv,sbpv_d,trop,trop_d,n_apis,n_apis_d,n_ceranae,n_ceranae_d,a_cerana,n_ceranae_per,dwv_percentage,bqcv_percentage,nosema_d,mites_d,collection,submitdate,totalarea,cornall,corn,cotton,sorghum,soybeans,peanuts,winter_wheat,dbl_crop_winwht_soybeans,rye,oats,millet,other_hay_non_alfalfa,other_crops,watermelons,sod_grass_seed,fallow_idle_cropland,shrubland,barren,apples,pecans,aquaculture,open_water,developed_open_space,developed_low_intensity,developed_med_intensity,developed_high_intensity,deciduous_forest,evergreen_forest,mixed_forest,grassland_pasture,woody_wetlands,herbaceous_wetlands,dbl_crop_winwht_corn,pumpkins,dbl_crop_winwht_sorghum,dbl_crop_winwht_cotton,dbl_crop_soybeans_oats,barley,spring_wheat,safflower,alfalfa,misc_vegs___fruits,onions,tomatoes,cherries,grapes,almonds,walnuts,pistachios,triticale,olives,oranges,peppers,pomegranates,plums,lettuce,sunflower,sweet_corn,speltz,sugarbeets,dry_beans,hops,peaches,other_tree_crops,asparagus,cabbage,camelina,potatoes,clover_wildflowers,citrus,cantaloupes,strawberries,squash,dbl_crop_corn_soybeans,blueberries,pop_or_orn_corn,herbs,dbl_crop_oats_corn,peas,christmas_trees,carrots,flaxseed,lentils,tobacco,switchgrass,rice,greens,nectarines,radishes,dbl_crop_barley_sorghum,dbl_crop_barley_corn,dbl_crop_barley_soybeans,buckwheat,vetch,sweet_potatoes,mustard,canola,cucumbers,dbl_crop_soybeans_cotton,mint,durum_wheat,other_small_grains,caneberries,pears,perennial_ice_snow_,garlic,honeydew_melons,broccoli,apricots,dbl_crop_lettuce_durum_wht,dbl_crop_lettuce_cantaloupe,dbl_crop_lettuce_cotton,cauliflower,celery,eggplants,sugarcane,gourds,turnips,cranberries,rape_seed,a__,forest,perennial_ice_snow,grass_pasture,a_,nonag_undefined,prunes,clouds_no_data,developed,water,chick_peas,dbl_crop_durum_wht_sorghum,dbl_crop_durum_wh,agg_water,agg_developed,agg_barren,agg_forestedupland,agg_shrubland,agg_grassland,agg_wetlands,percorn,percornpt,plantcorn,corn_bts,corn_bte,percornbt,percotton,percottonpt,plantcotton,cotton_bts,cotton_bte,persorghum,persorghumpt,plantsorghum,sorghum_bts,sorghum_bte,persoybean,persoybeanpt,plantsoy,soybean_bts,soybean_bte,percanola,percanolapt,plantcanola,perspringwht,perspringwhtpt,plantspringw,perwinwht,perwinwhtpt,plantwinwht,perbarley,perbarleypt,plantbarley,perrice,perricept,plantrice,perdeveloped,perbarren,perforests,pershrubland,pergrassland,perwetland,canola_bts,canola_bte,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,lnprecipm,lnprecipa,region1,region2,region3,region4,region5,region6,region7,percorn_bts,percorn_bte,percotton_bts,percotton_bte,persorghum_bts,persorghum_bte,persoybean_bts,persoybean_bte,agg_natural,pernatural,lnmites1,_year
AL 07-2011,,,,,,1,Production,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,2011,2,10/4/2011,30.55944,-30.559444,10,0.64397424,-0.44009656,0,,-,0,-,0,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,Under30,Under30,0,1,10/3/1951,10/4/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1,0,0,0,0,0,,,,,,,,,,,0.49711663,3
AL 07-2012,21,118.5089,216.22786,5.3763328,0,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,2012,2,9/11/2012,32.345,-86.190002,9,11.132621,2.4098797,0,,-,0,-,0,+,1,-,0,-,0,+,1,-,0,-,0,-,0,+,1,,40th,70th,Below 30th,0,1,9/10/1952,9/11/2012,32518800,23400,23400,107100,0,4500,0,6300,0,0,0,0,714600,0,0,4500,213300,1305900,3600,0,0,0,171000,7927200,8943300,5734800,1221300,1395000,426600,167400,3561300,577800,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,171000,23826600,3600,1989000,1305900,3561300,587700,0.071958378,0,0,0,1,0.071958378,0.32934794,0,0,0,1,0.013838149,0,0,0,1,0.013838149,0,0,0,1,0,0,0,0,0,0,0.019373409,0.019373409,1,0,0,0,0,0,0,73.270233,0.011070519,6.1164618,4.015831,10.951511,1.8072623,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0445225,4.7749882,0,1,0,0,0,0,0,0,0.071958378,0,0.32934794,0,0.013838149,0,0.013838149,7443900,22.891066,2.4958978,4
AL 08-2010,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,AL,2010,2,9/21/2010,31.41473,-88.419899,9,1.8538713,0.61727607,1.85,0.61518562,N,0,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,1,9/20/1950,9/21/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,1,0,0,0,0,0,,,,,,,,,,,1.0486765,2
AL 08-2011,10,19.760431,219.27951,5.390347,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,2011,2,10/17/2011,31.48352,-85.433434,10,7.8387456,2.0590789,0,,-,0,-,0,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,60th,Under30,0,1,10/16/1951,10/17/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.3025851,2.9836814,0,1,0,0,0,0,0,,,,,,,,,,,2.1791449,3
AL 08-2012,14,61.752956,238.80743,5.4756575,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,2012,2,9/26/2012,33.24379,-85.803322,9,5.3737574,1.6815274,0,,-,0,+,1,+,1,-,0,-,0,-,0,-,0,-,0,-,0,+,1,,Below 30th,40th,60th,0,1,9/25/1952,9/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.6390574,4.1231418,0,1,0,0,0,0,0,,,,,,,,,,,1.8521892,4
AL 08-2013,,,,,0,1,,,,,,,,,,,,,0,0,0,0,0,0,AL,2013,2,3/3/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/3/2014,32536800,48600,48600,4049100,48600,32400,2881800,13500,1800,2700,19800,162900,3204000,0,0,900,2724300,4148100,7200,0,22500,0,99000,2503800,1032300,347400,64800,1365300,4652100,313200,4385700,372600,7200,0,0,1800,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,99000,3948300,7200,6330600,4148100,4385700,379800,0.14936933,0,0,0,0,0,12.444678,,,0,0,0.09957955,,,0,0,0.09957955,,,0,0,0,0,0,0,,,0.041491479,0,0,0,0,0,0,0,0,12.134875,0.022128791,19.456738,12.748949,13.479199,1.1672937,0,0,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15244200,46.85218,,5
AL 09-2010,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,AL,2010,2,8/11/2010,31.92823,-85.630333,8,3.4081464,1.2261685,0,,N,0,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,Y,1,,,,,0,1,8/10/1950,8/11/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,,,,,,,,,1.4834542,2
AL 09-2011,6.795166,23.380161,230.12378,5.4386172,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,2011,2,10/24/2011,31.98356,-85.766815,10,14.68254,2.6866591,0,,-,0,-,0,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,70th,Under30,0,1,10/23/1951,10/24/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.9162115,3.1518879,0,1,0,0,0,0,0,,,,,,,,,,,2.752548,3
AL 09-2012,13,59.221214,224.69495,5.4147439,,1,Pollination,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,2012,2,10/24/2012,31.052,-85.25737,10,2.2308979,0.80240417,0,,-,0,+,1,+,1,-,0,-,0,-,0,-,0,-,0,-,0,+,1,,40th,Below 30th,Below 30th,0,1,10/23/1952,10/24/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5649493,4.0812798,0,1,0,0,0,0,0,,,,,,,,,,,1.1727601,4
AL 09-2013,,,,,0,1,,,,,,,,,,,,,0,0,0,0,0,0,AL,2013,2,5/7/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/7/2014,32527800,0,0,0,0,24300,6300,0,0,0,0,0,3600,0,0,0,8100,868500,14400,0,900,0,323100,8335800,3725100,1413000,482400,0,6132600,4500,225000,10805400,154800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,323100,13956300,14400,6137100,868500,225000,10960200,0,0,1,1,0,0,0,0,1,0,0,0.074705333,0.074705333,1,1,0,0.074705333,0.074705333,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,42.905762,0.044269826,18.867247,2.6700237,0.69171602,33.69487,0,0,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0.074705333,0,0,0,18190800,55.923855,,5
AL 10-2010,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,AL,2010,2,8/16/2010,34.14598,-85.910912,8,5.2631578,1.6607312,0,,N,0,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,N,0,,,,,0,1,8/15/1950,8/16/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,,,,,,,,,1.8346845,2
AL 10-2011,10,43,219.25621,5.3902411,0,0,Nuc Production,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AL,2011,2,10/25/2011,31.0335,-85.266838,10,3.4446764,1.23683,0,,-,0,-,0,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,50th,Under30,0,1,10/24/1951,10/25/2011,32541300,744300,744300,3102300,0,0,4854600,1800,0,900,0,12600,678600,0,0,27000,432000,2983500,5400,0,5400,0,97200,1505700,105300,1800,0,1201500,9092700,165600,5410800,2110500,900,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,97200,1612800,5400,10459800,2983500,5410800,2111400,2.2872472,0,0,0,0,0,9.5334234,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.005531432,0.005531432,1,0,0,0,0,0,0,4.9561634,0.016594296,32.143154,9.1683493,16.627485,6.4883699,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.3025851,3.7612002,0,1,0,0,0,0,0,0,0,0,9.5334234,0,0,0,0,20965500,64.427361,1.4917071,3
AL 10-2012,2,29,226.96335,5.4247885,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,2012,2,11/19/2012,32.62959,-86.005302,11,20.830801,3.0364327,0.15000001,-1.89712,-,0,+,1,+,1,-,0,-,0,+,1,-,0,-,0,-,0,-,0,,Below 30th,40th,Below 30th,1,1,11/18/1952,11/19/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.69314718,3.3672957,0,1,0,0,0,0,0,,,,,,,,,,,3.0833218,4
AL 11-2010,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,AL,2010,2,8/17/2010,34.09936,-85.765831,8,1.4010508,0.33722252,0,,N,0,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,N,0,,,,,0,1,8/16/1950,8/17/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,,,,,,,,,0.87590647,2
AL 11-2011,8,8,227.69827,5.4280214,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,2011,2,11/1/2011,31.30007,-88.366913,11,8.6481113,2.157341,0.050000001,-2.9957323,-,0,+,1,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,90th,60th,1,1,10/31/1951,11/1/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0794415,2.0794415,0,1,0,0,0,0,0,,,,,,,,,,,2.2667623,3
AL 11-2012,8,99,205.31447,5.324543,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,2012,2,10/24/2012,34.73371,-86.588966,10,10.349819,2.3369691,0,,-,0,+,1,+,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,,Below 30th,50th,50th,0,1,10/23/1952,10/24/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0794415,4.59512,0,1,0,0,0,0,0,,,,,,,,,,,2.4292018,4
AL 12-2010,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,AL,2010,2,8/18/2010,33.04105,-86.039207,8,1.2897679,0.25446224,0,,N,0,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,N,0,,,,,0,1,8/17/1950,8/18/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,,,,,,,,,0.82845044,2
AL 12-2011,11,6,226.25046,5.4216428,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,2011,2,11/2/2011,30.65007,-88.216835,11,7.4933095,2.0140107,0,,-,0,+,1,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,60th,60th,0,1,11/1/1951,11/2/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.3978953,1.7917595,0,1,0,0,0,0,0,,,,,,,,,,,2.1392787,3
AL 12-2012,15,166,223.67764,5.4102058,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,2012,2,10/3/2012,34.80668,-87.826874,10,5.989305,1.7899754,0.050000001,-2.9957323,-,0,+,1,+,1,+,1,-,0,-,0,-,0,-,0,-,0,+,1,,Below 30th,40th,Below 30th,1,1,10/2/1952,10/3/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.7080503,5.1119876,0,1,0,0,0,0,0,,,,,,,,,,,1.9443811,4
AL 12-2013,,,,,0,1,,,,,,,,,,,,,0,0,0,0,0,0,AL,2013,2,5/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/6/2014,20172600,196200,196200,51300,0,22500,139500,900,44100,0,0,900,6300,84600,0,14400,196200,188100,54900,0,457200,0,15300,4510800,1818900,902700,359100,0,6721200,12600,1337400,2598300,174600,0,0,0,236700,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15300,7591500,54900,6733800,188100,1337400,2772900,0.97260642,0.97260642,1,1,0,0,0.25430533,0.25430533,1,0,0,0.11153743,0.11153743,1,1,0,0.11153743,0.11153743,1,0,0,0,1,1,0,0,1,0.004461497,0,0,0,0,1,0,0,1,37.632729,0.27215132,33.380924,0.93245292,6.6297851,13.745873,0,0,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0.97260642,0,0,0,0.11153743,0,0,0,11032200,54.689034,,5
AL 13-2010,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,AL,2010,2,8/17/2010,33.69945,-86.657028,8,5.7553959,1.7501378,0,,N,0,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,N,0,,,,,0,1,8/16/1950,8/17/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,,,,,,,,,1.9103416,2
AL 13-2011,13.413868,282,228.83101,5.4329839,0,0,Queens and honey,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AL,2011,2,9/21/2011,34.6001,-85.600258,9,1.2962962,0.2595112,0.1,-2.3025851,-,0,-,0,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,40th,Under30,1,1,9/20/1951,9/21/2011,32526000,294300,294300,14400,0,101700,0,0,900,0,0,0,765000,0,0,900,6300,3240000,12600,1800,0,0,277200,1800000,215100,13500,0,15601500,2073600,1756800,6282900,64800,0,900,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,277200,2028600,12600,19431900,3240000,6282900,64800,0.9048146,0,0,0,1,0.9048146,0.044272274,0,0,0,1,0.31267294,0,0,0,1,0.31267294,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.2368565,0.03873824,59.742668,9.9612617,19.316547,0.19922523,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5962892,5.6419072,0,1,0,0,0,0,0,0,0.9048146,0,0.044272274,0,0.31267294,0,0.31267294,29019600,89.219704,0.83129752,3
AL 13-2012,17,125,233.68129,5.453958,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,2012,2,10/9/2012,31.88912,-85.956123,10,1.2750455,0.2429819,0.30000001,-1.2039728,-,0,+,1,+,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,,Below 30th,40th,Below 30th,1,1,10/8/1952,10/9/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.8332133,4.8283138,0,1,0,0,0,0,0,,,,,,,,,,,0.82200009,4
AL 14-2010,23.625032,258.84042,230.81424,5.4416132,,0,stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,2010,2,9/8/2010,30.78827,-88.11396,9,9.96,2.2985771,0.1,-2.3025851,,,,,,,,,,,,,,,N,0,,,,,,,,,1,1,9/7/1950,9/8/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.1623068,5.5562119,0,1,0,0,0,0,0,,,,,,,,,,,2.3942523,2
AL 14-2011,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,AL,2011,2,10/5/2011,34.05015,-86.400063,10,8.0607481,2.0870063,0,,-,0,-,0,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,70th,Under30,0,1,10/4/1951,10/5/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1,0,0,0,0,0,,,,,,,,,,,2.2039516,3
