"sampleid","x","y","month","year"
"UT 10-2011",-112.36851,40.59355,8,2011
"NY 24-2012",-78.771721,42.41579,7,2012
"NY 05-2011",-100.17198,48.20908,8,2011
"PA 19-2010",-77.090157,41.31698,9,2010
"WV 21-2012",-80.495407,37.65109,9,2012
"FL 24-2011",-87.516869,30.90111,3,2012
"CA 44-2010",-121.1115,38.88531,5,2011
"PA 12-2010",-76.20919,40.61322,8,2010
"VA 02-2012",-77.602303,38.8216,9,2012
"AR 23-2013",-94.37421,35.49342,8,2013
"AL 07-2010",-86.564011,31.48335,9,2010
"UT 06-2012",-111.80028,41.29174,9,2012
"CA 15-2011",-120.20003,37.13343,1,2012
"LA 12-2012",-93.600021,32.45014,3,2013
"IN 20-2011",-93.378166,41.96497,10,2011
"MI 25-2011",-85.662453,45.0312,10,2011
"NC 15-2011",-96.488335,41.22611,9,2011
"OH 01-2011",-82.756569,39.95521,10,2011
"HI 18-2010",-158.04105,21.44827,2,2011
"GA 06-2013",-83.4328,31.016,9,2013
"CO 20-2011",-104.42275,38.23878,10,2011
"TN 01-2012",-84.261353,35.58094,5,2013
"CA 21-2011",-120.75799,37.64115,1,2012
"GA 13-2012",-83.054497,31.03952,8,2012
"AL 08-2011",-85.433434,31.48352,10,2011
"CA 31-2010",-117.17612,33.04041,2,2011
"WA 09-2010",-120.502,49.491,4,2011
"MN 7-2012",-92.252563,43.77976,5,2013
"MD 08-2012",-75.785767,38.5676,10,2012
"PA 09-2010",-76.793831,40.57287,7,2010
"TN 09-2012",-84.836311,35.39098,4,2013
"NJ 03-2012",-74.384361,40.91973,9,2012
"CA 20-2010",-120.18867,37.14037,1,2011
"NY 15-2012",-78.449272,42.93149,8,2012
"UT 17-2011",-113.5311,37.0949,9,2011
"IL 9-2012",-90.368317,41.39669,9,2012
"MI 20-2010",-83.203873,43.5952,10,2010
"CA 16-2010",-119.38575,35.50223,2,2011
"PA 17-2011",-75.236679,40.3431,9,2011
"ND 03-2012",-100.03864,48.4133,7,2012
"SC 01-2011",-81.128578,35.09532,5,2012
"AR 01-2011",-91.312889,34.28297,3,2011
"TX 16-2012",-99.016922,29.19223,5,2013
"ND 11-2013",-102.3751,47.35564,7,2013
"PA 14-2010",-76.700958,40.26798,9,2010
"CO 18-2011",-104.44427,38.21448,10,2011
"WI 21-2012",-88.327087,42.92604,5,2013
"MN 22-2011",-93.253304,45.71424,6,2012
"OH 03-2012",-83.784698,39.0239,9,2012
"TN 06-2013",-85.112225,36.614324,9,2013
"WV 22-2012",-80.68116,38.17688,10,2012
"FL 13-2010",-82.667351,29.57818,4,2011
"HI 21-2013",-157.07858,21.1252,8,2014
"FL 08-2010",-84.097519,30.52193,2,2011
"VA 21-2011",-79.840027,37.13917,4,2012
"IL 16-2011",-86.177139,38.80382,10,2011
"AL 02-2012",-85.71994,34.3105,9,2012
"NM 24-2011",-82.616943,35.46666,7,2012
"ID 01-2011",-90.063889,42.72166,6,2012
"NY 16-2010",-74.653091,44.85939,8,2010
"CA 12-2012",-121.70844,39.52105,2,2013
"IL 10-2011",-85.108482,39.19741,9,2011
"WI 04-2012",-88.192169,44.49748,9,2012
"AR 20-2011",-92.089287,36.0452,10,2011
"TX 02-2010",-96.335732,30.63318,7,2010
"WI 17-2011",-80.833771,38.15116,9,2011
"CA 23-2010",-120.27678,36.28363,2,2011
"TN 13-2012",-86.856956,35.98071,4,2013
"NY 09-2011",-100.1813,48.3705,8,2011
"CA 41-2011",-122.07516,39.67505,2,2012
"IA 01-2011",-116.49726,43.46766,9,2011
"AR 12-2011",-92.12439,35.84447,5,2011
"HI 24-2010",-159.32077,22.17931,3,2011
"AR 21-2012",-92.521713,34.99023,9,2012
"CA 33-2011",-122.27457,40.50539,2,2012
"ID 19-2011",-90.51722,40.91833,6,2012
"AL 01-2012",-85.646606,31.64761,10,2012
"TN 19-2012",-82.25872,36.42571,4,2013
"SD 17-2011",-97.883621,45.37377,10,2011
"OK 20-2012",-95.491714,36.35105,6,2013
"WV 04-2011",-88.618881,43.87993,8,2011
"NC 03-2011",-96.631485,40.62148,8,2011
"AL 25-2010",-86.815971,34.67778,9,2010
"TX 18-2013",-97.90369,28.53201,4,2014
"IA 02-2013",-95.420903,41.619161,6,2014
"NH 23-2011",-72.132004,43.636,8,2012
"IA 08-2013",-91.668333,42.8525,9,2013
"FL 11-2010",-86.419998,30.826,3,2011
"ND 06-2011",-75.719383,44.12819,7,2011
"SC 18-2013",-80.068703,32.79465,7,2013
"NC 10-2011",-96.372498,41.04055,9,2011
"GA 22-2012",-83,31.19648,8,2012
"FL 03-2010",-86.091904,30.2126,3,2011
"IN 24-2010",-85.431732,40.82185,10,2010
"HI 06-2012",-155.94647,19.61054,10,2012
"ID 16-2011",-89.471107,40.01333,6,2012
"LA 08-2011",-91.369438,31.01966,8,2011
"MD 08-2011",-77.413834,39.5169,8,2011
"AR 05-2011",-91.198341,35.5492,4,2011
"FL 10-2013",-82.4444999,29.938953,10,2013
"MT 14-2011",-110.77875,47.83978,5,2012
"CA 16-2013",-121.983461,39.716936,5,2014
"ND 24-2011",-75.275574,43.0749,7,2011
"NY 11-2012",-76.041275,43.81762,7,2012
"ID 14-2011",-89.559166,38.38944,6,2012
"GA 02-2013",-82.02293,31.57277,9,2013
"IN 03-2012",-85.205956,39.24292,8,2012
"WA 08-2010",-117.14,46.729,4,2011
"CA 14-2013",-122.033535,40.600031,6,2014
"NH 03-2011",-71.550003,43.119,10,2011
"AL 11-2010",-85.765831,34.09936,8,2010
"SD 18-2013",-103.34811,43.31814,10,2013
"AR 13-2013",-90.46262,35.72753,8,2013
"VA 05-2011",-77.238922,37.56007,10,2011
"NY 01-2011",-102.13628,46.3598,8,2011
"MI 14-2011",-84.767143,44.97155,10,2011
"MT 24-2013",-110.901,47.31157,6,2013
"ND 14-2013",-102.88452,47.03287,7,2013
"FL 09-2011",-85.115196,30.61997,2,2012
"CA 30-2011",-120.2168,37.13339,1,2012
"HI 20-2012",-154.55875,9.3026,4,2013
"OH 12-2011",-83.748962,41.07266,8,2012
"PA 04-2012",-79.534851,40.5525,6,2013
"WI 13-2011",-81.220703,37.31605,9,2011
"TX 03-2010",-96.088509,30.39227,7,2010
"GA 18-2010",-81.847153,31.53282,7,2010
"MN 4-2012",-96.157806,48.07359,6,2013
"OK 18-2012",-97.527473,35.16082,6,2013
"NJ 09-2011",-74.490044,40.068,9,2011
"SD 24-2011",-98.283813,45.31723,11,2011
"NE 19-2012",-95.510597,40.2238,7,2013
"HI 22-2011",-156.98349,21.18352,12,2011
"MI 22-2011",-82.88932,43.6144,11,2011
"MT 05-2011",-114.12062,46.9654,9,2011
"CA 08-2011",-117.87815,33.94125,11,2011
"NJ 16-2013",-74.34033,40.87646,9,2013
"PA 14-2013",-77.8227496147155,40.4619031608628,6,2014
"SD 21-2012",-103.87336,44.54418,9,2012
"MI 07-2011",-85.197144,42.85733,9,2011
"NY 07-2013",-74.8346629,44.82198,6,2013
"CA 48-2013",-119.900122,36.500057,1,2014
"MT 08-2011",-111.34245,47.47162,10,2011
"PA 24-2011",-78.520187,40.59877,9,2011
"IA 04-2011",-114.76076,42.63079,10,2011
"CA 28-2010",-117.32588,33.43496,2,2011
"TN 01-2010",-85.245148,36.15571,8,2010
"SD 01-2013",-99.487059,44.50181,9,2013
"FL 13-2013",-82.050059,28.516802,11,2013
"NJ 01 -2012",-75.249702,39.63125,8,2012
"VA 16-2011",-77.93232,38.45006,11,2011
"WV 20-2011",-89.463043,43.54581,8,2011
"LA 15-2012",-90.385574,29.97744,4,2013
"MI 11-2011",-84.150291,43.27151,9,2011
"MT 06-2011",-114.05573,46.83921,9,2011
"SD 24-2010",-103.72803,44.46726,10,2010
"MI 12-2011",-84.095741,43.34442,9,2011
"LA 17-2011",-90.633438,29.73333,10,2011
"IA 16-2011",-116.83715,46.39185,4,2012
"NY 07-2012",-75.296326,43.03243,9,2012
"CA 33-2013",-120.14467,37.06106,1,2014
"TN 08-2010",-88.125267,35.92472,3,2011
"MN 16-2011",-96.048729,45.09565,6,2012
"SD 21-2010",-97.326103,44.20658,10,2010
"SD 12-2010",-98.518593,44.83216,9,2010
"MA 23-2012",-70.76059,41.89001,7,2012
"TX 14-2010",-99.016968,29.18991,9,2010
"CA 11-2010",-120.08379,37.06883,1,2011
"VA 24-2011",-80.668869,36.78865,4,2012
"FL 26-2012",-85.070511,29.89323,2,2013
"MD 20-2012",-76.383179,39.44388,6,2013
"NE 20-2012",-96.800041,40.8598,6,2013
"WA 23-2010",-117.27606,48.01595,11,2010
"UT 22-2012",-113.50974,37.10289,6,2013
"NV 20-2013",-119.44305,39.292653,10,2014
"NJ 04-2012",-74.612312,41.22861,9,2012
"OH 04-2012",-83.716499,39.1904,7,2013
"TX 22-2012",-106.40579,31.80989,6,2013
"NE 07-2011",-105.96686,35.63354,8,2011
"IN 02-2012",-86.365669,38.56676,7,2012
"WV 22-2011",-89.536377,42.8755,8,2011
"MN 22-2012",-96.218918,48.11882,6,2013
"MI 06-2010",-86.15583,42.02016,10,2010
"IL 17-2012",-89.989441,42.06166,4,2013
"WI 02-2012",-88.397003,42.89799,5,2013
"CA 12-2010",-120.69711,37.28055,1,2011
"OH 16-2012",-81.523903,40.9239,6,2013
"LA 18-2011",-92.020508,30.23,10,2011
"TX 19-2012",-95.397575,29.19982,5,2013
"DE 24-2011",-75.537514,39.11625,8,2012
"WA 15-2010",-120.604,46.734,4,2011
"CA 49-2011",-121.99332,38.59151,2,2012
"FL 25-2010",-80.289207,26.81335,3,2011
"GA 14-2010",-83.172081,31.62816,8,2010
"CA 12-2013",-121.70008,39.633508,4,2014
"CA 11-2013",-122.065567,39.80938,2,2014
"NY 12-2013",-73.393181,43.533834,8,2013
"IA 07-2012",-95.4347,40.76802,6,2013
"MD 24-2013",-77.23131,39.22619,6,2014
"MI 10-2010",-86.225166,42.06993,10,2010
"WA 05-2010",-122.3348,48.4766,9,2011
"PA 15-2012",-78.050217,40.60093,9,2012
"NY 14-2012",-74.975983,43.06688,9,2012
"GA 18-2011",-82.689972,32.31855,10,2011
"GA 07-2011",-84.53656,30.91332,8,2011
"NJ 12-2011",-74.731354,39.76638,5,2012
"SD 05-2010",-100.02617,43.7568,8,2010
"AR 16-2011",-93.03833,36.19649,4,2011
"TX 24-2010",-94.856697,31.11653,3,2011
"HI 02-2012",-157.76611,21.35148,9,2012
"ND 22-2011",-78.135948,43.00773,7,2011
"MD 12-2012",-76.203537,39.47168,10,2012
"NC 12-2011",-99.126205,41.42334,9,2011
"GA 21-2012",-83.224411,31.35118,8,2012
"MI 22-2010",-84.106247,42.94535,10,2010
"NC 18-2011",-98.144508,41.56001,8,2011
"MN 25-2011",-95.886124,45.97382,6,2012
"IA 04-2013",-94.757853,41.457564,6,2014
"IL 5-2012",-89.414711,37.43384,9,2012
"SC 10-2011",-81.074463,33.14075,5,2012
"WV 03-2012",-81.547234,38.95051,9,2012
"OK 06-2012",-95.96933,36.01364,6,2013
"CA 43-2012",-121.90322,38.54121,3,2013
"HI 31-2010",-155.02299,19.559,5,2011
"LA 16-2012",-91.084137,30.48544,4,2013
"ND 23-2012",-100.93164,47.81706,7,2012
"ND 07-2011",-76.101898,43.1633,7,2011
"CA 38-2013",-120.450234,37.750031,1,2014
"TN 18-2012",-84.864227,35.65972,5,2013
"IN 02-2011",-94.008423,41.51784,7,2011
"PA 10-2010",-77.767418,39.7703,8,2010
"SC 04-2011",-82.059937,34.55117,4,2012
"FL 19-2011",-85.937103,30.52247,3,2012
"SD 10-2010",-96.711639,42.90626,9,2010
"IN 18-2010",-86.01136,40.50356,9,2010
"SD 06-2010",-98.38195,44.34509,8,2010
"NY 24-2013",-74.315256,40.5293509,6,2013
"MT 14-2013",-111.29379,45.786,5,2013
"UT 24-2013",-109.56663,37.28725,6,2014
"PA 07-2011",-78.807899,40.99938,8,2011
"NY 19-2013",-74.948194,43.169458,8,2013
"MA 1-2012",-70.780579,41.77947,7,2012
"SC 09-2012",-81.073448,33.13979,6,2013
"GA 09-2012",-83.024429,31.22702,8,2012
"PA 15-2013",-77.65997,39.8563,6,2014
"TN 07-2011",-85.852341,35.28567,10,2011
"MI 17-2011",-82.658203,43.53672,10,2011
"ND 15-2013",-102.37497,47.35459,7,2013
"IA 24-2012",-94.008408,41.51786,6,2013
"AL 11-2013",-85.50201,31.27086,4,2014
"SD 19-2012",-102.62913,44.72038,9,2012
"SD 22-2013",-102.93746,44.50635,6,2014
"MN 14-2011",-93.086838,45.20369,6,2012
"IL 21-2013",-91.23232,40.17335,9,2013
"UT 01-2011",-111.98669,41.71071,7,2011
"ID 09-2012",-113.8127,42.5533,8,2012
"MD 10-2012",-77.112267,39.31352,10,2012
"OH 09-2011",-83.040649,40.01088,3,2012
"LA 03-2011",-91.096107,30.51833,7,2011
"NJ 02-2011",-74.254669,39.25975,7,2011
"PA 05-2011",-80.168251,41.6144,8,2011
"TN 10-2013",-89.6236,35.014029,8,2013
"SD 07-2010",-98.513641,44.30902,8,2010
"NY 03-2012",-75.297997,44.73312,8,2012
"FL 10-2012",-82.300034,27.95008,12,2012
"NE 18-2011",-106.82088,32.29569,8,2011
"CA 08-2012",-120.79391,37.70823,1,2013
"TN 22-2012",-84.082565,35.7649,4,2013
"AR 08-2011",-90.623306,35.9053,4,2011
"IN 21-2013",-85.7638795,39.741072,9,2013
"SC 03-2011",-79.663757,34.12948,3,2012
"MN 07-2013",-92.575114,43.918119,6,2014
"PA 05-2010",-76.76709,40.25014,6,2010
"AL 05-2010",-87.351196,31.41665,9,2010
"FL 07-2011",-84.837158,29.81574,2,2012
"DE 09-2011",-75.559952,39.25891,8,2012
"GU 24-2013",-145.71791,15.107158,6,2014
"VA 23-2013",-79.05206,37.4477,5,2014
"WV 11-2011",-88.415253,42.8991,8,2011
"IN 13-2011",-92.196808,40.85173,9,2011
"MN 14-2012",-94.135818,45.89615,6,2013
"CA 25-2011",-120.16687,37.13335,1,2012
"CA 20-2011",-120.80007,37.66667,1,2012
"IL 22-2013",-89.83974,37.97194,9,2013
"FL 11-2013",-82.3035806,29.2069158,9,2013
"AL 20-2011",-87.000175,33.41672,10,2011
"CA 24-2010",-117.16586,33.38833,2,2011
"IA 18-2011",-14.929528,46.43283,5,2012
"LA 06-2011",-92.288612,30.56722,7,2011
"MN 01-2013",-93.57288,45.59344,10,2013
"NJ 22-2011",-75.197983,39.68467,9,2011
"SC 24-2013",-80.989143,33.84112,8,2014
"TX 08-2010",-97.144562,30.88042,8,2010
"PA 06-2011",-76.481628,40.65658,8,2011
"NJ 17-2011",-74.893303,40.4333,9,2011
"IL 19-2011",-85.655571,40.66198,10,2011
"MD 07-2011",-78.496262,39.67768,8,2011
"TN 17-2010",-84.477501,36.07053,4,2011
"CO 16-2012",-107.9249,38.49369,6,2013
"NC 21-2011",-99.984169,40.86222,8,2011
"WA 18-2010",-122.2837,48.4619,9,2010
"OK 23-2012",-96.062927,35.99745,6,2013
"PA 01-2013",-75.29697,41.63485,7,2013
"HI 11-2011",-155.0824,19.6948,3,2012
"IL 14-2011",-85.968262,41.48484,9,2011
"NY 16-2013",-73.020891,44.816855,9,2013
"UT 07-2013",-111.81025,41.7923,9,2013
"CA 26-2010",-117.03767,33.30788,2,2011
"CA 29-2012",-122.44086,40.25243,2,2013
"MD 22-2013",-77.03675,39.23394,6,2014
"PA 15-2010",-77.328453,40.20311,9,2010
"MN 06-2013",-92.91317,45.09755,6,2014
"UT feral-2013",-109.5391,37.04587499,6,2014
"MT 03-2011",-107.61195,45.68122,9,2011
"NY 20-2012",-77.224403,42.82224,7,2012
"VA 10-2013",-76.7651,36.9759,10,2013
"AR 22-2011",-91.219643,33.59736,9,2011
"MN 04-2013",-95.33231,46.13217,10,2013
"NM 05-2011",-79.181313,36.09676,11,2011
"MN 20-2011",-94.646439,46.19255,6,2012
"FL 15-2010",-82.690804,28.2349,3,2011
"CA 06-2012",-120.0746,37.09194,1,2013
"TN 24-2011",-86.540108,35.703,5,2012
"LA 13-2012",-93.616798,32.45003,3,2013
"AL 17-2012",-85.389076,31.32546,10,2012
"TN 23-2010",-83.034409,36.16838,4,2011
"AL 07-2013",-85.70905,31.51954,5,2014
"CA 26-2013",-121.750066,39.133344,5,2014
"AL 09-2012",-85.25737,31.052,10,2012
"HI 16-2012",-156.87685,21.05283,2,2013
"AL 22-2013",-85.05973,32.4703,10,2013
"MI 19-2013",-84.96578,43.34529,10,2013
"LA 24-2011",-93.1567,30.20409,5,2012
"ID 03-2011",-89.430275,42.46583,6,2012
"FL 16-2013",-82.666917,27.866931,11,2013
"VA 20-2011",-79.75975,37.17428,4,2012
"UT 04-2011",-111.96269,41.84065,7,2011
"GA 19-2010",-82.787003,31.52762,7,2010
"OH 06-2012",-81.046783,41.0669,6,2013
"IN 05-2013",-85.014435,38.978487,7,2013
"IN 02-2010",-86.078491,41.73347,6,2010
"MA 14-2012",-71.94696,42.05462,10,2012
"MD 15-2011",-76.336319,39.4679,10,2011
"SD 10-2011",-99.488876,44.60162,10,2011
"IL 24-2011",-85.468788,40.86623,10,2011
"GA 14-2012",-83.092682,31.08382,8,2012
"ND 18-2013",-102.760974,46.876923,7,2013
"SD 17-2010",-98.49015,45.3688,10,2010
"SD 08-2010",-99.455032,44.81948,8,2010
"AL 22-2010",-87.63813,34.71331,9,2010
"CA 50-2010",-122.02254,39.645,5,2011
"TX 20-2011",-106.14656,31.46527,12,2011
"TN 02-2013",-86.305527,36.416905,8,2013
"FL 10-2010",-82.493179,29.5392,4,2011
"IL 4-2012",-89.285393,40.58787,9,2012
"VA 23-2011",-80.385384,37.2473,4,2012
"IN 17-2012",-86.39106,41.59342,10,2012
"AL 11-2012",-86.588966,34.73371,10,2012
"TN 08-2013",-89.625086,35.344487,4,2014
"MD 04-2013",-76.69736,39.42415,9,2013
"FL 01-2012",-81.816803,27.83419,12,2012
"MT 07-2013",-104.62991,46.41316,5,2013
"NH 13-2011",-71.623001,42.831,7,2012
"MI 01-2010",-84.875313,43.77293,9,2010
"MI 04-2013",-83.11745,43.70243,10,2013
"AL 02-2014",-86.65723,33.69381,6,2015
"AL 03-2014",-85.31896,32.51622,6,2015
"AL 06-2014",-85.43181,31.07853,6,2015
"AL 08-2014",-86.25291,33.30559,4,2015
"AL 09-2014",-87.97234,33.31124,4,2015
"AL 10-2014",-88.23702,30.77796,6,2015
"AL 11-2014",-85.38918,31.32532,6,2015
"AL 13-2014",-86.17844,32.46049,6,2015
"AL 15-2014",-86.38586,32.71814,5,2015
"AL 16-2014",-85.26799,31.04388,6,2015
"AL 17-2014",-86.23309,32.36779,6,2015
"AL 21-2014",-88.11435,30.78766,6,2015
"AL 22-2014",-86.57792,33.4217,4,2015
"AL 23-2014",-86.44783,33.99464,6,2015
"AL 24-2014",-86.59647,34.96094,6,2015
"AL-02-2015",-87.78962,30.54524,10,2015
"AL-03-2015",-86.46774,34.81734,9,2015
"AL-04-2015",-85.90503,32.43249,10,2015
"AL-06-2015",-86.68082,34.50329,9,2015
"AL-08-2015",-86.04961,32.5975,9,2015
"AL-09-2015",-86.86401,33.50068,9,2015
"AL-15-2015",-85.34284,32.62725,9,2015
"AL-17-2015",-85.88664,32.28118,9,2015
"AL-18-2015",-86.59046,34.33949,9,2015
"AL-22-2015",-86.1238,34.15789,9,2015
"AL-23-2015",-86.50513,33.97086,9,2015
"AL-24-2015",-86.55734,34.11159,9,2015
"AR 01-2014",-93.75719,34.058,8,2014
"AR 02-2014",-91.27339,34.20616,7,2014
"AR 03-2014",-90.29646,36.15002,9,2014
"AR 04-2014",-92.473671,34.637148,9,2014
"AR 05-2014",-93.83949,33.95119,9,2014
"AR 06-2014",-91.83297,34.19351,9,2014
"AR 07-2014",-92.17805,34.81314,8,2014
"AR 08-2014",-90.58036,35.77304,9,2014
"AR 09-2014",-93.44539,36.45593,9,2014
"AR 10-2014",-91.25773,33.60537,10,2014
"AR 11-2014",-93.01196,34.49452,7,2014
"AR 12-2014",-93.07668,36.45831,10,2014
"AR 13-2014",-91.215,33.40914,10,2014
"AR 15-2014",-91.84969,34.5223,10,2014
"AR 16-2014",-91.59407,35.1006,10,2014
"AR 17-2014",-94.34949,36.01017,9,2014
"AR 18-2014",-91.56116,34.93955,9,2014
"AR 19-2014",-93.05815,35.39298,8,2014
"AR 20-2014",-92.09505,34.74686,8,2014
"AR 21-2014",-91.51321,35.18914,9,2014
"AR 22-2014",-91.963986,34.313388,9,2014
"AR 24-2014",-91.83788,35.73436,6,2014
"AR-01-2015",-93.508456,33.72755,5,2015
"AR-02-2015",-93.17498,34.50378,6,2015
"AR-03-2015",-92.47136,34.63773,7,2015
"AR-04-2015",-93.57238,33.80849,6,2015
"AR-05-2015",-91.95465,33.10801,5,2015
"AR-06-2015",-91.55881,34.4917,5,2015
"AR-07-2015",-92.01738,34.75009,7,2015
"AR-08-2015",-92.01739,34.75303,7,2015
"AR-09-2015",-93.03182,35.12201,7,2015
"AR-10-2015",-93.72065,34.2687,5,2015
"AR-11-2015",-89.91893,35.99554,9,2015
"AR-12-2015",-92.4043,34.18153,6,2015
"AR-13-2015",-91.84969,34.522258,9,2015
"AR-14-2015",-93.83957,33.95162,6,2015
"AR-15-2015",-92.12462,35.84456,5,2015
"AR-16-2015",-94.34956,36.01014,5,2015
"AR-17-2015",-91.49214,35.03856,6,2015
"AR-18-2015",-92.38741,36.33173,8,2015
"AR-19-2015",-91.30157,35.61987,7,2015
"AR-20-2015",-94.37429,35.49342,7,2015
"AR-21-2015",-90.34591,36.10278,8,2015
"AR-22-2015",-91.03503,35.79698,8,2015
"AR-23-2015",-91.92244,34.67714,9,2015
"AR-24-2015",90.22697,35.18181,6,2015
"CA 08-2014",-120.331666666666,37.1125,1,2015
"CA 13-2014",-120.366944444444,37.0816667,1,2015
"CA 15-2014",-120.228888888888,37.1358333,1,2015
"CA 16-2014",-120.168889,37.105556,1,2015
"CA 18-2014",-120.229166666666,37.1602778,1,2015
"CA 19-2014",-120.2475,37.1536111,1,2015
"CA 20-2014",-120.195277777777,37.2616667,1,2015
"CA 21-2014",-120.158611111111,37.2266667,1,2015
"CA 22-2014",-120.157222222222,37.2261111,1,2015
"CA 24-2014",-120.251944444444,37.1019444,1,2015
"CA 25-2014",-120.615922,37.650117,1,2015
"CA 26-2014",-120.625833333333,37.6583333,1,2015
"CA 27-2014",-120.531388888888,37.6308333,1,2015
"CA 28-2014",-121.756883333333,39.71385,1,2015
"CA 29-2014",-120.797383333,37.6914666,4,2015
"CA 31-2014",-121.5778833,39.6684833,2,2015
"CA 32-2014",-122.07938333,39.831716666,4,2015
"CA 33-2014",-120.944466,37.05555,4,2015
"CA 34-2014",-122.2419166666,40.5643833,4,2015
"CA 35-2014",-122.138833,39.7729,4,2015
"CA 36-2014",-121.714,39.6662,4,2015
"CA 37-2014",-122.234764,40.611764,4,2015
"CA 39-2014",-122.029757,40.5142555,4,2015
"CA 40-2014",-122.1635,39.74385,4,2015
"CA 41-2014",-122.046922,38.478478,4,2015
"CA 43-2014",-122.181484,40.667239,5,2015
"CA 44-2014",-122.38963333,40.3031666,4,2015
"CA 45-2014",-121.55458333,39.69733333,4,2015
"CA 46-2014",-120.779483333,37.091,4,2015
"CA-03-2015",-117.0077325,33.25236023,10,2015
"CA-06-2015",-115.54228603,33.06465352,10,2015
"CA-10-2015",-116.938733,33.468366,10,2015
"CA-12-2015",-116.9849327,33.45139776,10,2015
"CA-13-2015",-117.069266666666,33.3224666666666,10,2015
"CA-20-2015",-117.16424105,33.20888644,10,2015
"CA-22-2015",-117.17817343,33.23823574,10,2015
"CA-26-2015",-115.56520367,32.8978178,10,2015
"CA-28-2015",-115.67895875,32.84690793,10,2015
"CA-30-2015",-115.5168,33.0481,10,2015
"CA-31-2015",-117.069266666666,30.3224666666666,10,2015
"CA-32-2015",-116.832174,33.5075274,10,2015
"CA-33-2015",-117.36161294,33.21922092,10,2015
"CA-34-2015",-116.98198759,33.32166207,10,2015
"CA-38-2015",-116.9889802,33.31888009,10,2015
"CT 03-2014",-71.866794,41.700156,10,2014
"CT 04-2014",-73.16676,41.683354,7,2014
"CT 12-2014",-72.1424999999999,41.6197,10,2014
"CT 13-2014",-73.383508,41.78359,7,2014
"CT 14-2014",-72.900116,41.400069,7,2014
"CT 16-2014",-72.2001789999999,41.366739,10,2014
"CT 23-2014",-72.8666989999999,41.71671,7,2014
"CT-01-2015",-72.63601,41.57355,7,2015
"CT-02-2015",-73.0439833333333,41.4512833333333,7,2015
"CT-03-2015",-72.37375,41.5167,7,2015
"CT-04-2015",-73.25414,41.75019,7,2015
"CT-05-2015",-72.098358,41.759582,8,2015
"CT-06-2015",-73.25416,41.75019,7,2015
"CT-07-2015",-72.78199,41.92156,7,2015
"CT-08-2015",-71.98636,41.76212,7,2015
"CT-09-2015",-73.25416,41.75012,7,2015
"CT-10-2015",-72.37367,41.51668,7,2015
"CT-11-2015",-72.14374,41.58077,7,2015
"CT-12-2015",-72.1437,41.5808,7,2015
"CT-13-2015",-72.37342,41.51648,7,2015
"CT-14-2015",-71.949722,41.788124,7,2015
"CT-15-2015",-73.041721,41.337644,7,2015
"CT-16-2015",-72.86066,41.726,6,2015
"CT-17-2015",-72.6567166666666,41.8520166666666,7,2015
"CT-18-2015",-71.8181,41.7642,8,2015
"CT-19-2015",-71.83991,41.708331,5,2015
"CT-20-2015",-73.290108,41.516498,8,2015
"CT-21-2015",-72.816307,41.946921,8,2015
"CT-22-2015",-73.09651,41.20568,7,2015
"CT-23-2015",-72.2107,41.371058,7,2015
"CT-24-2015",-73.2566833333333,41.1887166666666,8,2015
"FL 01-2014",-82.3575,28.0352778,10,2014
"FL 02-2014",-82.0441666666666,28.2641667,10,2014
"FL 03-2014",-82.2936111111111,28.3855556,11,2014
"FL 04-2014",-82.1091666666666,28.6516667,11,2014
"FL 05-2014",-83.0055555555555,27.8655556,12,2014
"FL 07-2014",-85.53855,30.780898,10,2014
"FL 08-2014",-85.211685,30.365133,1,2015
"FL 09-2014",-85.6951433,30.1931863,11,2014
"FL 10-2014",-82.0138888888888,28.6261111,12,2014
"FL 11-2014",-84.721677,30.643747,10,2014
"FL 12-2014",-82.7558333333333,28.9075,12,2014
"FL 13-2014",-30.786922,86.541627,10,2014
"FL 14-2014",-84.98802,30.37539,1,2015
"FL 15-2014",-81.77,28.3191667,1,2015
"FL 16-2014",-80.396187,27.428561,12,2014
"FL 17-2014",-85.46793,30.45181,12,2014
"FL 18-2014",-84.70596,30.35993,12,2014
"FL 19-2014",-84.72749,30.67704,1,2015
"FL 20-2014",-80.844777,28.665273,12,2014
"FL 21-2014",-80.593687,27.782497,12,2014
"FL 22-2014",-85.5385513,30.7805901,10,2014
"FL 23-2014",-85.086968,30.43438,1,2015
"FL 24-2014",-85.23155,30.95966,11,2014
"GA 02-2014",-81.99091,32.24271,9,2014
"GA 03-2014",-81.99091,32.24271,11,2014
"GA 04-2014",-83.0726,31.1038,9,2014
"GA 05-2014",-83.3998,32.0909,9,2014
"GA 06-2014",-81.99091,32.24271,10,2014
"GA 07-2014",-83.228,30.5867,9,2014
"GA 08-2014",-82.5171,31.1939,9,2014
"GA 09-2014",-81.99091,32.24271,11,2014
"GA 10-2014",-83.1777,31.2824,12,2014
"GA 11-2014",-81.99091,32.24271,11,2014
"GA 12-2014",-81.99091,32.24271,12,2014
"GA 13-2014",-81.99091,32.24271,12,2014
"GA 14-2014",-81.99091,32.2471,12,2014
"GA 15-2014",-83.0081,30.4232,9,2014
"GA 16-2014",-83.179,31.3386,9,2014
"GA 17-2014",-83.0244,31.227,9,2014
"GA 18-2014",-81.99091,32.24271,10,2014
"GA 19-2014",-83.4542,32.0787,9,2014
"GA 20-2014",-81.99091,32.24271,10,2014
