"sampleid","y","x","sunflower","month","year","nosema","mites","state","totalarea","average_mintemp","average_precip","month8","month9","colonysize","sf_2mile_percent","sf_2mile_acres"
"IN 23-2011",41.6188,-95.421066,5400,10,2011,1.3,3.250478,"IN",32460154.3598633,4,79.066154,0,0,NA,0.00016635780409834,1.33436788028249
"MI 15-2011",44.00709,-82.828629,0,10,2011,0.1,12.74587,"MI",31590221.9511719,6.7353544,138.10052,0,0,NA,0,0
"AR 19-2011",35.90655,-92.164169,0,5,2011,3.55,0.59171599,"AR",32461969.84375,9.0142975,290.42612,0,0,NA,0,0
"AL 03-2011",32.54861,-85.984718,0,9,2011,0,5.9415913,"AL",32456393.8074341,16,122.99999,0,1,NA,0,0
"WI 15-2011",37.66274,-80.471603,0,9,2011,0,2.1097047,"WI",32464680.4667969,9,97.772125,0,1,NA,0,0
"WV 09-2011",42.97119,-89.675949,0,8,2011,0.30000001,8.0937977,"WV",32459726.8359375,18,124,1,0,NA,0,0
"NE 12-2011",35.07228,-106.6796,0,8,2011,0,5.3708439,"NE",32460277.84375,19,79.042351,1,0,NA,0,0
"NE 11-2011",34.88033,-106.69771,0,8,2011,0.15000001,5.6851311,"NE",32459213.578125,20,89,1,0,NA,0,0
"TX 11-2011",29.98452,-94.596512,0,10,2011,0.2,0,"TX",32474932.3066406,12.869236,66.562225,0,0,NA,0,0
"SD 08-2011",44.90048,-98.731789,900,9,2011,0,2.615694,"SD",32459026.2412109,7,22,0,1,NA,2.77272643150747e-05,0.222394646713748
"WV 18-2011",43.24251,-88.13044,0,9,2011,0,6.2378168,"WV",32459301.2949219,14.965818,72.930405,0,1,NA,0,0
"MI 24-2011",41.8866,-84.615273,900,11,2011,0,18.899349,"MI",32462955.9101562,4,102.52669,0,0,NA,2.77239079057009e-05,0.222394646713748
"AL 09-2011",31.98356,-85.766815,0,10,2011,0,14.68254,"AL",32456867.328125,6.795166,23.380161,0,0,NA,0,0
"CA 10-2011",33.43534,-117.32634,0,11,2011,2.3,4.848485,"CA",32489543.2773438,13.030344,47.999996,0,0,NA,0,0
"PA 10-2011",40.66207,-80.193268,0,9,2011,0.1,3.1344793,"PA",32463412.15625,16,95,0,1,NA,0,0
"UT 16-2011",37.1073,-113.5006,0,9,2011,0,8.9466085,"UT",32497588.6015625,22.988642,1.2218329,0,1,NA,0,0
"CA 04-2011",33.21212,-117.04894,0,11,2011,0.1,0.079808459,"CA",32460238,11,18.775715,0,0,NA,0,0
"IA 03-2011",43.65605,-116.81272,0,9,2011,0,0.088391908,"IA",32459180.875,8.7171936,50.345337,0,1,NA,0,0
"LA 14-2011",30.21515,-92.493584,0,9,2011,0.60000002,14.41048,"LA",31417899.9453125,24,45.495377,0,1,NA,0,0
"PA 25-2011",40.21957,-77.735771,0,10,2011,0,11.895911,"PA",32458699.0195312,5.7815437,114,0,0,NA,0,0
"NJ 25-2011",40.46127,-74.577042,0,10,2011,0.050000001,0.75662041,"NJ",32496928.15625,16,189.28758,0,0,NA,0,0
"MI 09-2011",43.7126,-84.948303,0,9,2011,0.050000001,40.127388,"MI",32464023.8574219,8,68.604698,0,1,NA,0,0
"NY 02-2011",48.09498,-100.55151,0,7,2011,1,0.22123894,"NY",32457961.5,12.52441,97.609535,0,0,NA,0,0
"NC 17-2011",41.42334,-99.126205,0,9,2011,0,2.9867256,"NC",32457250.8671875,20,327,0,1,NA,0,0
"CA 39-2010",40.61388,-122.23559,0,3,2011,0.050000001,0.063211128,"CA",32497092.6542969,5,249.24405,0,0,NA,0,0
"NJ 23-2011",40.31352,-74.391258,0,9,2011,0.2,0.12658228,"NJ",32452507.796875,15.652901,138,0,1,NA,0,0
"NJ 16-2011",41.19832,-74.691818,0,10,2011,0.050000001,6.2868371,"NJ",32453793.4246826,6,107.79696,0,0,NA,0,0
"AL 22-2011",34.76675,-87.366707,0,10,2011,0,7.4681239,"AL",32469270.6765137,7,39,0,0,NA,0,0
"MD 01-2011",39.33058,-77.194466,0,7,2011,0.64999998,5.8486238,"MD",32465032.4169922,19.681068,84.200562,0,0,NA,0,0
"IA 06-2011",42.67364,-14.762808,0,10,2011,0,0,"IA",32461413.2734375,9.0961113,80.589165,0,0,NA,0,0
"AL 11-2011",31.30007,-88.366913,0,11,2011,0.050000001,8.6481113,"AL",32465829.8359375,8,8,0,0,NA,0,0
"NY 07-2011",47.99945,-100.84132,1800,7,2011,1,5.2505965,"NY",32459080.2844849,16.928549,57.549625,0,0,NA,5.54544363002295e-05,0.444789293427497
"NE 09-2011",36.51691,-105.58358,0,8,2011,0.050000001,2.677532,"NE",32464491.765625,21,87.518074,1,0,NA,0,0
"ND 13-2011",43.2327,-76.805099,4321.2001953125,8,2011,0.1,0.30864197,"ND",32460648.4296875,14,77.437332,1,0,NA,0.000133121191484285,1.06779087868434
"WI 23-2011",38.47261,-81.126083,0,10,2011,0,0.47664443,"WI",32464601.416748,9.6837578,72.724464,0,0,NA,0,0
"AL 12-2011",30.65007,-88.216835,0,11,2011,0,7.4933095,"AL",32463284.5263672,11,6,0,0,NA,0,0
"CA 08-2010",36.98159,-120.1768,0,1,2011,0.033333331,0,"CA",32455709.1240234,3,48,0,0,NA,0,0
"ND 11-2011",43.18965,-76.920769,465944.96875,7,2011,0.40000001,13.134978,"ND",32460143.8774414,15,87.816223,0,0,NA,0.0143543716413966,115.137407459116
"IA 11-2011",43.3602,-114.22565,0,10,2011,0.25,6.6300001,"IA",32455384.2148438,9,38.504017,0,0,NA,0,0
"VA 14-2011",37.19261,-77.278976,0,11,2011,0.1,4.7071004,"VA",32460944.03125,8,92,0,0,NA,0,0
"WV 17-2011",43.85384,-91.190521,0,8,2011,0,33.842239,"WV",32459847.1381836,14.869202,101.81563,1,0,NA,0,0
"ND 01-2011",43.10092,-75.09893,49500,8,2011,0,0,"ND",32462367.3154297,14,66,1,0,NA,0.00152484258215118,12.2317055692562
"IL 05-2011",39.566,-86.383102,0,9,2011,0,2.090909,"IL",32464169.796875,15.596666,71.079887,0,1,NA,0,0
"UT 22-2011",39.3065,-111.60705,0,8,2011,0.69999999,0.39370078,"UT",32471102.859375,13.847219,23.43149,1,0,NA,0,0
"MI 06-2011",42.7603,-86.083061,0,8,2011,0.60000002,3.5216434,"MI",32475957.8359375,16.130577,74.755241,1,0,NA,0,0
"OH 05-2011",40.01864,-82.832352,0,10,2011,0.44999999,21.157024,"OH",32460820.625,6,102.64085,0,0,NA,0,0
"MD 04-2011",39.55657,-77.754387,0,8,2011,0.34999999,6.9551778,"MD",32498512.9697266,18,58.722046,1,0,NA,0,0
"NE 10-2011",34.74803,-106.71803,0,7,2011,0,3.2648125,"NE",32459823.5546875,20,84.517227,0,0,NA,0,0
"LA 11-2011",31.03555,-91.916862,0,8,2011,0,1.3651878,"LA",32431217.5703125,23,29.620953,1,0,NA,0,0
"VA 10-2011",37.06925,-80.763641,0,10,2011,0,26.43725,"VA",32458970.5820312,5,71,0,0,NA,0,0
"NY 04-2011",48.51418,-100.84016,0,8,2011,2.95,0.34904015,"NY",32456680.2265625,16,83.326599,1,0,NA,0,0
"PA 20-2011",40.69804,-78.145699,0,8,2011,1.1,0.44345897,"PA",32464668.2773438,14,147,1,0,NA,0,0
"NC 23-2011",41.285,-98.568336,0,8,2011,0.1,11.705686,"NC",32480778.6992188,18,63,1,0,NA,0,0
"UT 21-2011",39.27591,-112.64609,0,8,2011,0,0,"UT",32456013.4296875,13,14.999999,1,0,NA,0,0
"NY 24-2011",46.87555,-97.889442,0,8,2011,0.2,0.43668121,"NY",32453062.6894531,14.049429,149.8586,1,0,NA,0,0
"WI 25-2011",38.62772,-80.699783,0,10,2011,0.050000001,4.7658863,"WI",32456635.8183594,3.3451319,34,0,0,NA,0,0
"ND 23-2011",43.95686,-73.451584,11700,7,2011,0,6.1212478,"ND",32460884.7167969,17,105,0,0,NA,0.000360433799080832,2.89113040727873
"WI 14-2011",38.29818,-80.662453,0,9,2011,0.050000001,5.1878352,"WI",32459816.9873047,8,99.493744,0,1,NA,0,0
"AR 10-2011",36.41778,-92.326721,0,5,2011,0,4.7368422,"AR",32457614.5419922,8,366.01892,0,0,NA,0,0
"NJ 06-2011",40.87648,-74.340317,0,9,2011,0,8.7131367,"NJ",32462638.7678223,17,420.32977,0,1,NA,0,0
"CA 18-2010",40.56416,-122.21152,0,3,2011,0.25,0.064267352,"CA",32473649.2148438,2,104.94746,0,0,NA,0,0
"CA 37-2010",39.79333,-122.1156,19800,3,2011,0.083333336,0.13736264,"CA",32478747.078125,6,156.66579,0,0,NA,0.0006096294278955,4.89268222770247
"MI 03-2011",43.09246,-85.775558,0,8,2011,0.15000001,4.0770941,"MI",32461894.1640625,14.383015,77.616508,1,0,NA,0,0
"NE 19-2011",36.13402,-105.65685,0,8,2011,0,2.7645376,"NE",32460355.21875,21,89.000008,1,0,NA,0,0
"IN 16-2011",41.75226,-92.84758,0,10,2011,1.2,6.4971752,"IN",32475502.5390625,12,128.36719,0,0,NA,0,0
"PA 11-2011",39.80522,-79.56089,0,9,2011,0,12.525252,"PA",32460309.9335938,14.136154,114,0,1,NA,0,0
"LA 19-2011",32.03791,-93.699142,0,11,2011,0,4.9504952,"LA",32458537.3439941,10,41.300571,0,0,NA,0,0
"NE 15-2011",32.16,-106.48,0,8,2011,0,0.84951454,"NE",32452847.15625,21,80,1,0,NA,0,0
"PA 15-2011",41.53096,-75.282539,0,8,2011,0,0.80775446,"PA",32466203.9375,13,225.2282,1,0,NA,0,0
"WI 12-2011",39.71336,-80.768997,0,9,2011,0.1,0.31185031,"WI",32465334.7421875,9,99.88102,0,1,NA,0,0
"MT 04-2011",46.8764,-113.90942,0,9,2011,0.050000001,2.3995192,"MT",32457490.3398438,10,7,0,1,NA,0,0
"CA 10-2010",37.50797,-120.48808,0,1,2011,0,0.89153045,"CA",32456122.9829102,3,43,0,0,NA,0,0
"CA 11-2011",34.23437,-117.41081,0,11,2011,0,3.2679739,"CA",32467712.09375,11.669022,58,0,0,NA,0,0
"ND 02-2011",42.50526,-74.599503,919155.3125,7,2011,1.05,0.76019353,"ND",32459006.6289062,15,104.70625,0,0,NA,0.0283174196613106,227.128023331669
"CA 01-2010",35.76648,-119.06294,0,1,2011,0,13.6,"CA",32493923.9599609,3,26.999998,0,0,NA,0,0
"ND 04-2011",44.72731,-75.297112,720539.4375,7,2011,0,11.043873,"ND",32461012.609375,15,98.988281,0,0,NA,0.0221970721052584,178.049015162373
"VA 07-2011",37.08887,-79.988373,0,10,2011,0.34999999,33.893406,"VA",32460742.8808594,6,99.564438,0,0,NA,0,0
"NJ 24-2011",40.5937,-74.946999,0,9,2011,0.15000001,3.3769064,"NJ",32460097.5703125,14.008152,323.83444,0,1,NA,0,0
"UT 11-2011",37.13353,-113.65954,0,9,2011,0,3.2770605,"UT",32463226.4765625,22.182154,2.4931242,0,1,NA,0,0
"UT 20-2011",40.40222,-111.90758,0,8,2011,0.2,1.9390582,"UT",32463362.21875,16.421078,25.483879,1,0,NA,0,0
"NY 25-2011",46.93944,-100.4625,0,8,2011,1.85,0,"NY",32457169.4934082,12,172.90872,1,0,NA,0,0
"FL 06-2010",30.9415,-87.516487,0,3,2011,0,2.6600165,"FL",31853521.765625,9.5267525,130,0,0,NA,0,0
"ND 10-2011",43.23401,-76.662888,1651322.375,7,2011,0.1,0.90403336,"ND",32461162.390625,15.467842,115.8744,0,0,NA,0.0508707099002996,408.050284665148
"IL 13-2011",39.74056,-85.762711,0,9,2011,0,10.969388,"IL",32459450.6464844,11.464403,94.563583,0,1,NA,0,0
"GA 25-2011",31.45717,-82.240608,0,11,2011,0,3.5682425,"GA",32462661.6953125,10,106.44075,0,0,NA,0,0
"NJ 04-2011",39.36538,-74.853317,0,8,2011,0.2,4.172462,"NJ",32464827.8828125,19.892773,132.98894,1,0,NA,0,0
"UT 03-2011",40.41338,-109.55607,0,9,2011,0.2,0.8865248,"UT",32456931.015625,13,13,0,1,NA,0,0
"UT 05-2011",41.84138,-111.82135,0,7,2011,0,9.9483204,"UT",32459191.8671875,12.558403,17.643272,0,0,NA,0,0
"LA 15-2011",30.21674,-92.150017,0,9,2011,0.1,9.2409239,"LA",31522485.3574219,24,47.66814,0,1,NA,0,0
"MT 10-2011",45.3269,-108.99927,0,10,2011,0.050000001,0.35330155,"MT",32456235.046875,6.1630287,6,0,0,NA,0,0
"NJ 08-2011",40.47051,-74.586731,0,9,2011,0.050000001,4.5502644,"NJ",32492538.1813965,16,189.72362,0,1,NA,0,0
"IL 08-2011",39.35797,-86.579025,0,9,2011,0,7.762938,"IL",32461529.4628906,12,76.229454,0,1,NA,0,0
"TX 12-2011",30.45533,-94.017929,0,10,2011,0.44999999,1.3274336,"TX",32453772.5302734,10.94883,39.607784,0,0,NA,0,0
"MD 19-2011",39.4679,-76.336319,0,10,2011,0,26.89394,"MD",32482998.6757812,8.4150887,105.69794,0,0,NA,0,0
"TX 21-2011",31.4758,-106.15519,0,12,2011,0,0.089743592,"TX",28474582.3710938,2,5,0,0,NA,0,0
"CA 13-2010",37.64713,-120.56444,0,1,2011,2.0999999,0,"CA",32464394.2470703,3,44,0,0,NA,0,0
"MD 02-2011",39.5992,-77.782257,0,7,2011,0.25,1.9920319,"MD",32472852.8125,18.027622,54.320972,0,0,NA,0,0
"IN 25-2011",40.625,-91.598999,0,11,2011,0,1.9525802,"IN",32465097.0535278,5,95,0,0,NA,0,0
"AR 24-2011",34.83556,-91.952942,0,10,2011,0,1.734104,"AR",31366853.1445312,14,38.875141,0,0,NA,0,0
"IL 20-2011",40.66415,-85.645981,0,10,2011,0,1.5044248,"IL",32456323.987793,10,86.564034,0,0,NA,0,0
"MI 20-2011",42.03102,-86.260353,0,10,2011,0.1,8.0343218,"MI",32475112.0209961,5,113.51481,0,0,NA,0,0
"CA 12-2011",33.45082,-117.32439,0,11,2011,1.5,8.7038794,"CA",32490852.0507812,13.001982,48,0,0,NA,0,0
"VA 01-2011",36.90877,-76.198936,0,9,2011,0.050000001,8.0534306,"VA",24742902.7421875,22.435762,259.73233,0,1,NA,0,0
"WI 22-2011",38.13693,-82.510246,0,10,2011,0.5,0.19193858,"WI",32460134.765625,8.9255733,85.401581,0,0,NA,0,0
"CA 09-2010",37.06883,-120.08379,0,1,2011,0.016666668,0.54945058,"CA",32462506.6569214,3,53.000004,0,0,NA,0,0
"TX 16-2011",29.10097,-98.878601,0,11,2011,0.2,1.2035434,"TX",32460094.8554688,13,89.793388,0,0,NA,0,0
"LA 04-2011",30.75138,-91.085274,0,7,2011,0,5.9900165,"LA",32463188.6875,22.429853,195.91917,0,0,NA,0,0
"NY 22-2011",46.84833,-98.905273,0,10,2011,0.050000001,0.9818731,"NY",32458158.0234375,12,79,0,0,NA,0,0
"SD 25-2011",44.61555,-3.348542,7200,11,2011,1.7,0.90702945,"SD",32460963.515625,2.021677,13,0,0,NA,0.000221804876387428,1.77915717370999
"CA 04-2010",35.4709,-119.2787,0,1,2011,0.033333331,1.0943912,"CA",32492937.1835938,3,16.833561,0,0,NA,0,0
"GA 14-2011",31.17346,-82.124489,0,9,2011,0.050000001,1.1283498,"GA",32462389.9492188,17,127.38799,0,1,NA,0,0
"FL 04-2010",30.45065,-85.177231,0,2,2011,0.36666667,0.097560979,"FL",32460627.0546875,1,113.57497,0,0,NA,0,0
"NM 01-2011",35.73716,-78.976402,0,10,2011,0.1,5.1243405,"NM",32461596.46875,8.0350914,3.5455592,0,0,NA,0,0
"WV 07-2011",43.23879,-88.588989,0,8,2011,0.050000001,3.3507853,"WV",32456352.328125,18,116.57444,1,0,NA,0,0
"ND 03-2011",42.88337,-75.449249,213453.234375,7,2011,0,13.231939,"ND",32456984.8447266,14.01598,83.970589,0,0,NA,0.00657649610387888,52.7453962763723
"NE 06-2011",32.9447,-107.3035,0,7,2011,0.44999999,17.296223,"NE",32462631.8828125,21,72.476173,0,0,NA,0,0
"SD 15-2011",43.53042,-98.228195,0,10,2011,0.050000001,0,"SD",32461404.125,8,7.6308184,0,0,NA,0,0
"VA 13-2011",37.91755,-75.523819,900,10,2011,0,11.658363,"VA",32462261.3081055,10,77.305107,0,0,NA,2.77245011201755e-05,0.222394646713748
"IL 22-2011",38.63576,-87.491287,0,10,2011,0,8.1427269,"IL",32458454.875,10,76.593727,0,0,NA,0,0
"SD 19-2011",43.83067,-97.064545,0,10,2011,0.44999999,12.790698,"SD",32457708.9765625,4,16,0,0,NA,0,0
"WV 15-2011",44.01343,-88.696419,0,8,2011,0,2.9288702,"WV",32460278.6279297,17,81.355484,1,0,NA,0,0
"NJ 20-2011",40.75315,-74.138641,0,9,2011,0,6.0493827,"NJ",32456467.5,19.628782,435,0,1,NA,0,0
"FL 05-2010",30.19545,-85.522247,0,1,2011,0,1.3182675,"FL",32453149.5078125,2,115,0,0,NA,0,0
"NJ 14-2011",40.4834,-74.801903,108900,9,2011,0.80000001,2.8901734,"NJ",32461295.4929199,15,232.32321,0,1,NA,0.00335476444628502,26.9097522523636
"PA 08-2011",41.34399,-80.20784,0,9,2011,0.1,4.3307085,"PA",32463781.6386719,12.985317,176,0,1,NA,0,0
"MI 18-2011",43.32434,-83.134071,0,10,2011,0.050000001,0.68426198,"MI",32460760.3203125,5,89.505188,0,0,NA,0,0
"GA 04-2011",32.15095,-82.5634,0,8,2011,0.050000001,0.86642599,"GA",32463850.2265625,22,75,1,0,NA,0,0
"GA 16-2011",32.15117,-82.02137,0,10,2011,0,0,"GA",32461590.1875,18,70,0,0,NA,0,0
"NC 20-2011",41.64265,-99.578194,0,8,2011,0,7.3015871,"NC",32461401.03125,19,117.8355,1,0,NA,0,0
"NE 01-2011",32.1906,-106.4289,0,7,2011,0,5.0898204,"NE",32455293.6630859,16,109.44533,0,0,NA,0,0
"IN 10-2011",40.6401,-94.547157,0,9,2011,0.050000001,0.79635948,"IN",32459087.5351562,13,171,0,1,NA,0,0
"AL 17-2011",34.18344,-86.166931,0,10,2011,0,16.835699,"AL",32456561.9101562,14.45924,301.12909,0,0,NA,0,0
"WV 21-2011",44.5027,-89.24617,0,8,2011,0.44999999,1.530153,"WV",32459201.078125,16,85.410965,1,0,NA,0,0
"PA 18-2011",40.25741,-77.127563,0,10,2011,0,2.8213167,"PA",32455539.5351562,14.48893,346.37473,0,0,NA,0,0
"MI 16-2011",43.98348,-84.531776,0,10,2011,0,0,"MI",32460265.5175781,3,96,0,0,NA,0,0
"LA 10-2011",30.28356,-91.18351,0,8,2011,0,4.0287771,"LA",32437375.1640625,23,78,1,0,NA,0,0
"LA 20-2011",32.78265,-93.654549,0,11,2011,0,14.850136,"LA",32461934.0859375,9,39,0,0,NA,0,0
"NC 19-2011",40.73778,-96.844467,0,8,2011,0,2.8446391,"NC",32458365.1870117,20,117,1,0,NA,0,0
"MD 06-2011",39.30976,-79.482224,0,8,2011,0,6.6604996,"MD",19365242.1914062,14.296566,102.12055,1,0,NA,0,0
"IN 18-2011",42.11129,-93.589668,0,10,2011,0,0.55710304,"IN",32461045.8007812,13,151.47786,0,0,NA,0,0
"CA 48-2010",39.63951,-121.84387,136179.96875,5,2011,9.1999998,5.3282185,"CA",32459215.8847656,6.4679108,4.7817416,0,0,NA,0.00419541769688634,33.6507733773839
"SC 22-2011",34.14252,-80.217812,0,9,2011,0,4.3910937,"SC",32460164.649231,17,94.667252,0,1,NA,0,0
"PA 12-2011",41.64972,-75.166382,0,8,2011,0,1.0238907,"PA",32461743.3554688,13,227.64594,1,0,NA,0,0
"CA 22-2010",39.69599,-122.10655,55800,3,2011,0.06666667,0.069686413,"CA",32453288.5859375,6,144.81427,0,0,NA,0.00171939431815175,13.7884680962524
"PA 02-2011",40.85184,-76.765968,0,8,2011,0.1,2.1682568,"PA",32455504.4394531,16,77.312317,1,0,NA,0,0
"SD 07-2011",44.40282,-98.838676,3600,9,2011,0,7.844523,"SD",32446638.8051758,7,17.588011,0,1,NA,0.000110951399977545,0.889578586854994
"NJ 10-2011",41.14057,-74.702301,3600,9,2011,0.1,1.503006,"NJ",32459544.4765625,14,336.75909,0,1,NA,0.000110907286533223,0.889578586854994
"NC 09-2011",40.79195,-96.932251,0,8,2011,0,4.0627885,"NC",32464603.3515625,15.864891,57.589741,1,0,NA,0,0
"UT 09-2011",40.62285,-12.28492,0,8,2011,0.050000001,5.2325583,"UT",32461577.78125,17.872574,13.418513,1,0,NA,0,0
"LA 09-2011",30.85277,-91.663742,0,8,2011,0,7.984293,"LA",32452021.9296875,23,161.81664,1,0,NA,0,0
"NE 08-2011",34.76635,-6.7176528,0,7,2011,0,1.5317286,"NE",32463124.6123047,20,83.560165,0,0,NA,0,0
"SD 14-2011",43.51022,-97.890091,900,10,2011,0.050000001,0,"SD",32460118.2382812,8,6,0,0,NA,2.77263315368519e-05,0.222394646713748
"NM 04-2011",35.25259,-79.942238,0,10,2011,0.050000001,9.4251337,"NM",32460204.5820312,8,4,0,0,NA,0,0
"VA 03-2011",38.24993,-77.141724,0,10,2011,0.25,11.860407,"VA",32464498.234375,17,254.43564,0,0,NA,0,0
"IN 12-2011",41.3733,-94.376053,0,9,2011,1.05,0.99337751,"IN",32462146.7861328,12,125.65176,0,1,NA,0,0
"OH 02-2011",40.01864,-82.832352,0,10,2011,0,10.737628,"OH",32460820.625,6,102.64085,0,0,NA,0,0
"SD 22-2011",44.22149,-97.36615,0,11,2011,0,10.721443,"SD",32491297.15625,3,21.281698,0,0,NA,0,0
"SD 23-2011",45.53284,-100.14621,14400,11,2011,0.1,0,"SD",32461595.8608398,3,53.104195,0,0,NA,0.000443601111348056,3.55831434741997
"IA 07-2011",46.43283,-14.929528,0,10,2011,1.95,0.24062279,"IA",32463700.765625,8.9411488,47,0,0,NA,0,0
"ND 09-2011",42.4974,-76.607277,71564.9453125,7,2011,0.30000001,0.54602182,"ND",32459726.6640625,15,118.13746,0,0,NA,0.00220473037413875,17.6840674776246
"GA 06-2011",31.49,-84.246773,0,8,2011,0.050000001,9.9038458,"GA",32465506.9335938,22,153.75658,1,0,NA,0,0
"TN 02-2011",35.3725,-86.308022,0,10,2011,0,6.4687948,"TN",32461682.1875,13,192,0,0,NA,0,0
"LA 02-2011",32.53555,-92.296379,0,7,2011,0,4.5454545,"LA",32452766.5,22,58.346367,0,0,NA,0,0
"VA 04-2011",37.72468,-77.669258,0,10,2011,0,9.9427662,"VA",32464902.3125,16,216.69833,0,0,NA,0,0
"MI 05-2011",42.77326,-86.145279,0,8,2011,0.050000001,3.2577903,"MI",32475406.3867188,16.969501,71.676346,1,0,NA,0,0
"CA 40-2010",40.61259,-122.22965,0,3,2011,0.26666668,0.065530799,"CA",32505713.1933594,5,248.31645,0,0,NA,0,0
"IL 25-2011",39.30736,-87.444992,0,10,2011,0,1.3474494,"IL",32458972.5976562,11,69,0,0,NA,0,0
"TN 10-2010",36.27956,-82.556381,0,4,2011,0,3.4886217,"TN",32496894.6992188,7,151,0,0,NA,0,0
"WV 03-2011",42.662,-87.849792,0,8,2011,0.15000001,1.6299137,"WV",32463453.0625,15.043772,114.7897,1,0,NA,0,0
"CA 27-2010",33.45082,-117.32439,0,2,2011,0.050000001,6.7185979,"CA",32487159.2421875,5.629323,127.34808,0,0,NA,0,0
"GA 13-2011",31.99117,-82.668411,0,10,2011,0.34999999,2.5537634,"GA",32457340.4765625,17,76.056847,0,0,NA,0,0
"IL 18-2011",38.27037,-85.99968,0,10,2011,0,5.2964425,"IL",32460913.2084961,10.401489,95.716034,0,0,NA,0,0
"SD 18-2011",44.99488,-97.131523,0,10,2011,0.40000001,1.1032308,"SD",32458345.862854,2.5909662,6,0,0,NA,0,0
"WV 16-2011",43.15235,-89.806129,0,8,2011,0,0.95057034,"WV",32461956.3203125,14,102.50028,1,0,NA,0,0
"IL 12-2011",39.71447,-86.570717,0,9,2011,0,7.1546054,"IL",32462067.4208984,13,163.01991,0,1,NA,0,0
"WV 25-2011",43.54551,-90.23468,0,7,2011,0,2.5283349,"WV",32460949.28125,17,124.77877,0,0,NA,0,0
"UT 07-2011",41.77114,-111.81154,0,7,2011,0.15000001,3.5564854,"UT",32457396.6640625,13,16.198174,0,0,NA,0,0
"NM 06-2011",35.81193,-82.090828,0,11,2011,0,17.387127,"NM",32466806.6171875,6.5049295,11.488468,0,0,NA,0,0
"NJ 13-2011",40.31352,-74.078308,0,9,2011,0.34999999,8.9779005,"NJ",32364941.3125,16.942667,104.25715,0,1,NA,0,0
"TX 14-2011",28.84151,-99.064468,900,11,2011,0,0,"TX",32466717.7210693,12,69.132973,0,0,NA,2.77206956284325e-05,0.222394646713748
"AR 13-2011",34.74717,-92.095306,0,8,2011,0,2.0408163,"AR",32445663.1289062,23,159,1,0,NA,0,0
"GA 21-2011",31.53282,-81.84726,0,9,2011,0,0.84666038,"GA",32456650.1943359,18,102.36138,0,1,NA,0,0
"UT 06-2011",40.13383,-111.66981,0,8,2011,0.2,3.1854379,"UT",32485326.6635742,15.576962,40.215157,1,0,NA,0,0
"AL 01-2011",32.99916,-85.39444,0,9,2011,0.050000001,5.6985292,"AL",32456319.4003906,19,28,0,1,NA,0,0
"AL 05-2011",32.85416,-85.579437,0,9,2011,0,4.8780489,"AL",32464338.34375,15,143.06905,0,1,NA,0,0
"UT 02-2011",40.11367,-111.67912,0,8,2011,0,7.1895423,"UT",32491579.625,15.457006,41.078823,1,0,NA,0,0
"SD 12-2011",44.88047,-97.659386,900,10,2011,0,4.8736463,"SD",32455661.5146484,7.4921064,14.43197,0,0,NA,2.7730138841687e-05,0.222394646713748
"VA 06-2011",37.22593,-77.438103,0,10,2011,0.30000001,7.8361411,"VA",32457859.4453125,8,84.623077,0,0,NA,0,0
"NC 01-2011",40.85089,-96.749123,0,8,2011,0.1,0.080840744,"NC",32456555.5703125,19.98925,135.39203,1,0,NA,0,0
"NY 23-2011",46.80861,-98.791656,0,7,2011,0.85000002,0.3202562,"NY",32380701,15.565458,46.600517,0,0,NA,0,0
"SD 11-2011",44.3743,-98.310913,0,10,2011,0,7.4436827,"SD",32467928.1875,7,12,0,0,NA,0,0
"AL 16-2011",34.78351,-86.950027,0,10,2011,0,13.601741,"AL",32455956.5625,14,159.87297,0,0,NA,0,0
"UT 12-2011",38.53017,-109.4877,0,9,2011,0.050000001,63.930347,"UT",32459196.3769531,12.935114,24.690203,0,1,NA,0,0
"UT 08-2011",39.35263,-111.57537,0,8,2011,0,5.520505,"UT",32470179.9206543,13.762819,19.891739,1,0,NA,0,0
"NC 22-2011",41.56001,-98.144508,0,8,2011,0.050000001,0.10649627,"NC",32461139.2285156,14.310944,65.305397,1,0,NA,0,0
"NY 19-2011",47.37472,-99.313614,0,8,2011,0.25,0.95799559,"NY",32463437.9140625,16.760942,136.77705,1,0,NA,0,0
"LA 01-2011",32.57194,-91.826942,0,7,2011,0.1,2.0040081,"LA",32459957.2617188,22.099234,62.598152,0,0,NA,0,0
"CA 07-2010",35.7762,-119.06276,0,1,2011,0,1.0590016,"CA",32492502.1699219,3,27,0,0,NA,0,0
"TX 17-2011",31.45971,-96.069489,0,12,2011,0,2.8432531,"TX",32462384.5,7,66,0,0,NA,0,0
"AL 24-2011",33.90021,-86.033531,0,10,2011,0,7.6923075,"AL",32455132.640625,6,21,0,0,NA,0,0
"VA 02-2011",38.79127,-77.134697,0,10,2011,0,4.8948383,"VA",32463421.3461914,17,299.72266,0,0,NA,0,0
"LA 21-2011",30.504,-90.748367,0,11,2011,0.5,8.2677164,"LA",32455683.4140625,8,75,0,0,NA,0,0
"PA 03-2011",40.60751,-77.042458,0,8,2011,0.15000001,0.6264683,"PA",32466044.765625,16.815081,77,1,0,NA,0,0
"NM 02-2011",35.13229,-74.506561,0,10,2011,0.050000001,12.214342,"NM",32459398.5061035,9,2,0,0,NA,0,0
